,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,HOME_TEAM,VISITOR_TEAM
6649,2016,102.0,0.457,0.767,0.25,15.0,32.0,123.0,0.534,0.789,0.56,33.0,47.0,0,Raptors,Thunder
6650,2015,100.0,0.409,0.696,0.33299999999999996,19.0,40.0,119.0,0.47700000000000004,0.813,0.423,29.0,53.0,0,Raptors,Thunder
6651,2014,100.0,0.395,0.848,0.258,23.0,39.0,88.0,0.523,0.56,0.28600000000000003,23.0,41.0,1,Raptors,Thunder
6652,2019,133.0,0.5,0.857,0.467,34.0,66.0,86.0,0.363,0.7,0.171,14.0,36.0,1,Bucks,Thunder
6653,2013,79.0,0.349,0.733,0.364,18.0,52.0,92.0,0.415,0.7040000000000001,0.294,17.0,51.0,0,Bucks,Thunder
6654,2012,99.0,0.37799999999999995,0.867,0.414,24.0,45.0,109.0,0.5329999999999999,0.7809999999999999,0.25,24.0,48.0,0,Bucks,Thunder
6655,2011,89.0,0.425,0.6920000000000001,0.316,26.0,35.0,109.0,0.48100000000000004,0.92,0.4,20.0,44.0,0,Bucks,Thunder
6656,2010,81.0,0.3720000000000001,0.741,0.16699999999999998,11.0,50.0,82.0,0.37,0.8,0.5710000000000001,16.0,43.0,0,Bucks,Thunder
6657,2009,103.0,0.396,0.789,0.235,15.0,54.0,97.0,0.429,0.742,0.14300000000000002,23.0,49.0,1,Bucks,Thunder
6658,2008,115.0,0.524,0.769,0.409,31.0,41.0,98.0,0.424,0.826,0.5,22.0,44.0,1,Bucks,Thunder
6659,2007,118.0,0.484,0.645,0.4,36.0,45.0,106.0,0.465,0.742,0.375,19.0,45.0,1,Bucks,Thunder
6660,2006,94.0,0.479,0.92,0.077,27.0,33.0,93.0,0.513,0.706,0.16699999999999998,24.0,40.0,1,Bucks,Thunder
6661,2005,106.0,0.494,0.8079999999999999,0.35700000000000004,32.0,38.0,91.0,0.507,0.7140000000000001,0.5,17.0,31.0,1,Bucks,Thunder
6662,2004,99.0,0.506,0.778,0.429,24.0,48.0,73.0,0.294,0.81,0.261,13.0,46.0,1,Bucks,Thunder
6663,2003,99.0,0.379,0.846,0.217,22.0,51.0,104.0,0.494,0.667,0.667,25.0,43.0,0,Bucks,Thunder
6664,2018,116.0,0.43,0.7140000000000001,0.326,27.0,53.0,127.0,0.485,0.615,0.426,40.0,53.0,0,Bucks,Thunder
6665,2017,91.0,0.41600000000000004,0.818,0.29,24.0,31.0,110.0,0.494,0.857,0.429,24.0,46.0,0,Bucks,Thunder
6666,2016,98.0,0.48100000000000004,0.625,0.368,21.0,39.0,94.0,0.462,0.684,0.33299999999999996,20.0,40.0,1,Bucks,Thunder
6667,2015,96.0,0.37799999999999995,0.833,0.158,22.0,43.0,104.0,0.42100000000000004,0.767,0.28,27.0,55.0,0,Bucks,Thunder
6668,2014,85.0,0.40700000000000003,0.667,0.2,18.0,51.0,78.0,0.33299999999999996,0.737,0.3,15.0,46.0,1,Bucks,Thunder
6669,2019,90.0,0.40399999999999997,0.833,0.258,19.0,48.0,104.0,0.47100000000000003,0.8420000000000001,0.28600000000000003,21.0,46.0,0,Jazz,Thunder
6670,2013,112.0,0.588,0.774,0.444,22.0,40.0,101.0,0.39299999999999996,0.8059999999999999,0.17600000000000002,18.0,40.0,1,Jazz,Thunder
6671,2013,98.0,0.456,0.667,0.273,25.0,44.0,101.0,0.40700000000000003,0.879,0.316,9.0,45.0,0,Jazz,Thunder
6672,2012,80.0,0.392,0.7859999999999999,0.28,22.0,43.0,90.0,0.395,0.9440000000000001,0.429,18.0,46.0,0,Jazz,Thunder
6673,2012,109.0,0.483,0.818,0.368,25.0,38.0,94.0,0.5589999999999999,0.565,0.33299999999999996,15.0,26.0,1,Jazz,Thunder
6674,2012,97.0,0.42,0.703,0.33299999999999996,16.0,53.0,81.0,0.3720000000000001,0.7140000000000001,0.2,16.0,47.0,1,Jazz,Thunder
6675,2011,97.0,0.475,0.727,0.5,19.0,43.0,90.0,0.423,0.733,0.42100000000000004,15.0,41.0,1,Jazz,Thunder
6676,2011,87.0,0.475,0.615,0.33299999999999996,27.0,32.0,101.0,0.473,0.8440000000000001,0.2,12.0,46.0,0,Jazz,Thunder
6677,2010,105.0,0.513,0.741,0.16699999999999998,27.0,36.0,121.0,0.5660000000000001,0.846,0.619,30.0,34.0,0,Jazz,Thunder
6678,2010,108.0,0.506,0.818,0.375,25.0,34.0,115.0,0.507,0.971,0.4,18.0,39.0,0,Jazz,Thunder
6679,2009,140.0,0.521,0.8109999999999999,0.5710000000000001,29.0,43.0,139.0,0.5,0.878,0.433,27.0,43.0,1,Jazz,Thunder
6680,2009,94.0,0.494,0.833,0.3,24.0,37.0,104.0,0.48700000000000004,0.88,0.444,25.0,31.0,0,Jazz,Thunder
6681,2008,110.0,0.512,0.652,0.41200000000000003,32.0,34.0,90.0,0.479,0.8,0.182,14.0,43.0,1,Jazz,Thunder
6682,2008,104.0,0.5,0.722,0.462,31.0,45.0,97.0,0.4320000000000001,0.733,0.625,15.0,36.0,1,Jazz,Thunder
6683,2007,115.0,0.47700000000000004,0.711,0.261,26.0,46.0,101.0,0.48100000000000004,0.84,0.33299999999999996,14.0,38.0,1,Jazz,Thunder
6684,2007,96.0,0.493,0.8,0.28600000000000003,24.0,40.0,75.0,0.32899999999999996,0.826,0.364,17.0,37.0,1,Jazz,Thunder
6685,2006,103.0,0.563,0.8,0.313,28.0,38.0,106.0,0.565,0.696,0.522,25.0,25.0,0,Jazz,Thunder
6686,2006,109.0,0.513,0.733,0.385,32.0,40.0,107.0,0.465,0.846,0.42100000000000004,15.0,31.0,1,Jazz,Thunder
6687,2005,94.0,0.455,0.741,0.25,22.0,37.0,113.0,0.528,0.667,0.5379999999999999,22.0,42.0,0,Jazz,Thunder
6688,2005,90.0,0.43799999999999994,0.657,0.2,20.0,38.0,106.0,0.47600000000000003,0.762,0.41700000000000004,26.0,46.0,0,Jazz,Thunder
6689,2004,109.0,0.5,0.871,0.462,26.0,38.0,100.0,0.41600000000000004,0.897,0.345,13.0,32.0,1,Jazz,Thunder
6690,2004,88.0,0.466,0.938,0.385,22.0,40.0,98.0,0.4370000000000001,0.8240000000000001,0.381,16.0,33.0,0,Jazz,Thunder
6691,2003,99.0,0.424,0.8,0.214,22.0,46.0,86.0,0.33799999999999997,0.9229999999999999,0.3,12.0,36.0,1,Jazz,Thunder
6692,2003,98.0,0.5,0.8290000000000001,0.375,22.0,44.0,81.0,0.4,0.625,0.41700000000000004,14.0,30.0,1,Jazz,Thunder
6694,2019,100.0,0.444,0.7,0.25,15.0,49.0,95.0,0.386,0.677,0.37,15.0,48.0,1,Jazz,Thunder
6695,2018,89.0,0.364,0.706,0.302,22.0,48.0,98.0,0.456,0.7040000000000001,0.318,18.0,48.0,0,Jazz,Thunder
6696,2018,106.0,0.452,0.611,0.324,35.0,44.0,107.0,0.47200000000000003,0.636,0.36,19.0,51.0,0,Jazz,Thunder
6697,2017,96.0,0.451,0.522,0.385,16.0,40.0,91.0,0.39799999999999996,0.5379999999999999,0.294,20.0,49.0,1,Jazz,Thunder
6698,2017,113.0,0.451,0.7040000000000001,0.353,21.0,49.0,96.0,0.39299999999999996,0.833,0.192,10.0,46.0,1,Jazz,Thunder
6699,2017,115.0,0.525,0.667,0.382,24.0,48.0,102.0,0.474,0.737,0.5,17.0,33.0,1,Jazz,Thunder
6700,2017,89.0,0.45799999999999996,0.85,0.231,16.0,37.0,103.0,0.44299999999999995,0.813,0.414,18.0,45.0,0,Jazz,Thunder
6701,2017,96.0,0.494,0.7859999999999999,0.31,22.0,41.0,87.0,0.41,0.632,0.33299999999999996,15.0,38.0,1,Jazz,Thunder
6702,2016,95.0,0.429,0.6920000000000001,0.23800000000000002,16.0,42.0,97.0,0.434,0.76,0.3,17.0,45.0,0,Jazz,Thunder
6703,2016,109.0,0.583,0.8,0.565,22.0,38.0,89.0,0.366,0.852,0.316,14.0,38.0,1,Jazz,Thunder
6704,2015,90.0,0.423,0.667,0.28600000000000003,17.0,39.0,94.0,0.46799999999999997,0.875,0.353,14.0,45.0,0,Jazz,Thunder
6705,2015,89.0,0.384,0.7,0.263,15.0,41.0,111.0,0.545,0.889,0.40700000000000003,22.0,36.0,0,Jazz,Thunder
6706,2015,102.0,0.46799999999999997,0.767,0.294,11.0,27.0,113.0,0.57,0.579,0.5,21.0,42.0,0,Jazz,Thunder
6707,2014,94.0,0.381,0.6859999999999999,0.207,12.0,42.0,89.0,0.425,0.6559999999999999,0.375,14.0,48.0,1,Jazz,Thunder
6708,2014,98.0,0.4320000000000001,0.6920000000000001,0.41700000000000004,22.0,55.0,81.0,0.35700000000000004,0.684,0.348,17.0,44.0,1,Jazz,Thunder
6709,2019,120.0,0.511,0.833,0.5,31.0,42.0,113.0,0.449,0.677,0.414,17.0,47.0,1,76ers,Thunder
6710,2013,91.0,0.37799999999999995,0.7040000000000001,0.14800000000000002,22.0,44.0,103.0,0.526,0.76,0.19,23.0,44.0,0,76ers,Thunder
6711,2013,99.0,0.41,0.613,0.4,25.0,42.0,103.0,0.435,0.81,0.222,30.0,51.0,0,76ers,Thunder
6712,2012,109.0,0.495,0.706,0.35,31.0,43.0,116.0,0.44299999999999995,0.865,0.28600000000000003,21.0,42.0,0,76ers,Thunder
6713,2011,88.0,0.41100000000000003,0.833,0.235,22.0,39.0,92.0,0.385,0.765,0.316,12.0,56.0,0,76ers,Thunder
6714,2010,105.0,0.419,0.81,0.41700000000000004,21.0,46.0,110.0,0.5,0.75,0.33299999999999996,26.0,53.0,0,76ers,Thunder
6715,2009,93.0,0.474,0.818,0.273,19.0,36.0,111.0,0.489,0.7040000000000001,0.5,27.0,47.0,0,76ers,Thunder
6716,2008,110.0,0.469,0.609,0.429,31.0,58.0,85.0,0.395,0.7140000000000001,0.28600000000000003,20.0,45.0,1,76ers,Thunder
6717,2007,117.0,0.562,0.65,0.5,29.0,43.0,83.0,0.48,0.643,0.2,22.0,35.0,1,76ers,Thunder
6718,2006,92.0,0.494,0.5710000000000001,0.222,16.0,49.0,89.0,0.38,0.875,0.217,18.0,43.0,1,76ers,Thunder
6719,2005,107.0,0.528,0.828,0.636,18.0,35.0,98.0,0.415,0.7859999999999999,0.33299999999999996,18.0,43.0,1,76ers,Thunder
6720,2004,95.0,0.456,0.81,0.273,21.0,38.0,103.0,0.46799999999999997,0.619,0.462,25.0,39.0,0,76ers,Thunder
6721,2003,81.0,0.392,0.762,0.214,18.0,46.0,90.0,0.402,0.696,0.308,22.0,42.0,0,76ers,Thunder
6722,2018,115.0,0.469,0.718,0.344,28.0,47.0,117.0,0.441,0.885,0.387,20.0,45.0,0,76ers,Thunder
6723,2017,117.0,0.44,0.8,0.28300000000000003,35.0,50.0,119.0,0.41600000000000004,0.526,0.429,28.0,60.0,0,76ers,Thunder
6724,2016,97.0,0.429,0.72,0.292,21.0,43.0,103.0,0.415,0.731,0.273,19.0,53.0,0,76ers,Thunder
6725,2015,97.0,0.39299999999999996,0.63,0.345,24.0,36.0,111.0,0.506,0.778,0.318,27.0,63.0,0,76ers,Thunder
6726,2014,91.0,0.381,0.633,0.28600000000000003,25.0,44.0,103.0,0.493,0.774,0.391,27.0,40.0,0,76ers,Thunder
6727,2013,102.0,0.528,0.7390000000000001,0.45,23.0,46.0,97.0,0.429,0.9470000000000001,0.25,21.0,32.0,1,Pacers,Thunder
6728,2012,75.0,0.375,0.792,0.095,13.0,31.0,97.0,0.474,0.826,0.33299999999999996,18.0,53.0,0,Pacers,Thunder
6729,2011,103.0,0.41200000000000003,0.794,0.316,13.0,50.0,98.0,0.442,0.774,0.316,20.0,40.0,1,Pacers,Thunder
6730,2010,106.0,0.44,0.75,0.348,22.0,49.0,110.0,0.389,0.878,0.21100000000000002,14.0,57.0,0,Pacers,Thunder
6731,2009,121.0,0.517,0.84,0.345,29.0,43.0,101.0,0.4320000000000001,0.9129999999999999,0.25,25.0,44.0,1,Pacers,Thunder
6732,2008,107.0,0.48200000000000004,0.7240000000000001,0.28600000000000003,21.0,41.0,99.0,0.387,0.846,0.455,19.0,51.0,1,Pacers,Thunder
6733,2007,114.0,0.457,0.821,0.292,21.0,44.0,107.0,0.506,0.7829999999999999,0.625,21.0,36.0,1,Pacers,Thunder
6734,2007,97.0,0.376,0.556,0.423,24.0,57.0,87.0,0.37,0.767,0.33299999999999996,17.0,53.0,1,Pacers,Thunder
6735,2006,102.0,0.396,0.722,0.46399999999999997,19.0,53.0,103.0,0.5529999999999999,0.75,0.308,27.0,35.0,0,Pacers,Thunder
6736,2005,115.0,0.521,0.857,0.423,21.0,40.0,96.0,0.449,0.833,0.273,12.0,39.0,1,Pacers,Thunder
6737,2004,93.0,0.423,0.6940000000000001,0.364,16.0,34.0,101.0,0.528,0.826,0.462,12.0,38.0,0,Pacers,Thunder
6738,2003,101.0,0.402,0.765,0.5,25.0,52.0,78.0,0.365,0.762,0.381,16.0,37.0,1,Pacers,Thunder
6739,2019,111.0,0.489,0.9229999999999999,0.304,21.0,50.0,85.0,0.354,0.875,0.24,19.0,40.0,1,Pacers,Thunder
6740,2018,108.0,0.451,0.8440000000000001,0.318,24.0,39.0,106.0,0.442,0.8,0.467,24.0,44.0,1,Pacers,Thunder
6741,2017,95.0,0.449,0.667,0.355,18.0,42.0,100.0,0.409,0.625,0.44799999999999995,26.0,52.0,0,Pacers,Thunder
6742,2016,93.0,0.379,0.655,0.308,19.0,37.0,90.0,0.386,0.7140000000000001,0.25,17.0,61.0,1,Pacers,Thunder
6743,2015,111.0,0.48200000000000004,0.733,0.409,28.0,34.0,115.0,0.525,0.8079999999999999,0.35700000000000004,26.0,45.0,0,Pacers,Thunder
6744,2014,116.0,0.532,0.629,0.5,25.0,52.0,104.0,0.4320000000000001,0.39299999999999996,0.39299999999999996,18.0,43.0,1,Pacers,Thunder
6745,2013,96.0,0.461,0.667,0.33299999999999996,28.0,43.0,81.0,0.397,0.882,0.16699999999999998,19.0,46.0,1,Wizards,Thunder
6746,2012,101.0,0.4370000000000001,0.833,0.556,20.0,45.0,99.0,0.425,0.833,0.24,21.0,44.0,1,Wizards,Thunder
6747,2011,105.0,0.384,0.721,0.381,18.0,52.0,102.0,0.48100000000000004,0.8,0.21100000000000002,15.0,43.0,1,Wizards,Thunder
6748,2010,89.0,0.39399999999999996,0.652,0.0,15.0,49.0,116.0,0.488,0.9520000000000001,0.5710000000000001,30.0,42.0,0,Wizards,Thunder
6749,2009,98.0,0.402,0.8,0.444,20.0,37.0,110.0,0.544,0.737,0.556,23.0,44.0,0,Wizards,Thunder
6750,2008,104.0,0.45,0.688,0.2,31.0,47.0,95.0,0.48100000000000004,0.8420000000000001,0.41700000000000004,23.0,42.0,1,Wizards,Thunder
6751,2007,108.0,0.483,0.792,0.35700000000000004,26.0,43.0,86.0,0.381,0.727,0.375,20.0,51.0,1,Wizards,Thunder
6752,2006,118.0,0.494,0.7559999999999999,0.33299999999999996,25.0,40.0,108.0,0.536,0.765,0.278,26.0,39.0,1,Wizards,Thunder
6753,2005,137.0,0.585,0.805,0.47100000000000003,31.0,41.0,96.0,0.397,0.73,0.304,20.0,38.0,1,Wizards,Thunder
6754,2004,107.0,0.41,0.8859999999999999,0.42100000000000004,14.0,43.0,96.0,0.44799999999999995,0.7140000000000001,0.28600000000000003,20.0,48.0,1,Wizards,Thunder
6755,2003,99.0,0.513,0.682,0.2,27.0,46.0,84.0,0.39299999999999996,0.833,0.267,23.0,34.0,1,Wizards,Thunder
6756,2018,111.0,0.512,0.778,0.3,27.0,30.0,134.0,0.57,0.8079999999999999,0.469,34.0,38.0,0,Wizards,Thunder
6757,2017,102.0,0.382,0.9309999999999999,0.28,27.0,43.0,96.0,0.375,0.794,0.281,19.0,52.0,1,Wizards,Thunder
6758,2016,120.0,0.575,0.821,0.65,27.0,40.0,98.0,0.354,0.767,0.20600000000000002,16.0,47.0,1,Wizards,Thunder
6759,2015,101.0,0.392,0.769,0.20800000000000002,17.0,41.0,125.0,0.512,0.759,0.652,27.0,53.0,0,Wizards,Thunder
6760,2014,103.0,0.38,0.769,0.233,23.0,58.0,105.0,0.392,0.826,0.207,21.0,57.0,0,Wizards,Thunder
6761,2019,107.0,0.44299999999999995,0.706,0.2,21.0,43.0,112.0,0.435,0.769,0.375,14.0,47.0,0,Rockets,Thunder
6762,2013,111.0,0.423,0.865,0.419,21.0,45.0,107.0,0.447,0.9,0.419,24.0,45.0,1,Rockets,Thunder
6763,2013,92.0,0.402,0.667,0.353,20.0,42.0,104.0,0.46299999999999997,0.88,0.24,18.0,47.0,0,Rockets,Thunder
6764,2012,94.0,0.41100000000000003,0.645,0.43799999999999994,16.0,43.0,103.0,0.45799999999999996,1.0,0.40700000000000003,21.0,41.0,0,Rockets,Thunder
6765,2012,105.0,0.48700000000000004,0.792,0.444,21.0,39.0,103.0,0.486,0.88,0.44,18.0,36.0,1,Rockets,Thunder
6766,2012,101.0,0.434,0.68,0.324,23.0,41.0,104.0,0.379,0.9329999999999999,0.385,14.0,49.0,0,Rockets,Thunder
6767,2012,122.0,0.478,0.826,0.455,26.0,42.0,119.0,0.483,0.889,0.39299999999999996,25.0,48.0,1,Rockets,Thunder
6768,2012,94.0,0.39799999999999996,0.741,0.267,18.0,36.0,124.0,0.479,0.9129999999999999,0.44799999999999995,22.0,53.0,0,Rockets,Thunder
6769,2012,107.0,0.43,0.7709999999999999,0.214,26.0,49.0,105.0,0.478,0.857,0.292,22.0,38.0,1,Rockets,Thunder
6770,2011,96.0,0.425,0.778,0.444,20.0,41.0,95.0,0.434,0.889,0.304,17.0,45.0,1,Rockets,Thunder
6771,2011,95.0,0.4370000000000001,0.9329999999999999,0.35700000000000004,23.0,41.0,98.0,0.424,0.8640000000000001,0.33299999999999996,18.0,44.0,0,Rockets,Thunder
6772,2010,112.0,0.49,0.722,0.278,23.0,35.0,118.0,0.512,0.7879999999999999,0.429,24.0,49.0,0,Rockets,Thunder
6773,2010,99.0,0.452,0.65,0.588,26.0,44.0,98.0,0.494,0.652,0.41700000000000004,19.0,36.0,1,Rockets,Thunder
6774,2009,95.0,0.42200000000000004,0.524,0.348,22.0,45.0,90.0,0.449,0.857,0.16699999999999998,15.0,47.0,1,Rockets,Thunder
6775,2009,105.0,0.5379999999999999,0.789,0.375,26.0,40.0,94.0,0.435,0.706,0.25,15.0,40.0,1,Rockets,Thunder
6776,2009,105.0,0.514,0.643,0.55,29.0,37.0,85.0,0.4270000000000001,0.655,0.25,20.0,42.0,1,Rockets,Thunder
6777,2008,89.0,0.364,0.871,0.28600000000000003,18.0,49.0,77.0,0.4,0.75,0.0,18.0,39.0,1,Rockets,Thunder
6778,2008,104.0,0.446,0.846,0.348,19.0,40.0,110.0,0.48200000000000004,0.879,0.14300000000000002,19.0,45.0,0,Rockets,Thunder
6779,2007,103.0,0.527,0.765,0.444,27.0,47.0,80.0,0.364,0.737,0.25,17.0,35.0,1,Rockets,Thunder
6780,2007,96.0,0.425,0.677,0.083,21.0,46.0,89.0,0.424,0.5710000000000001,0.214,27.0,46.0,1,Rockets,Thunder
6781,2006,112.0,0.527,0.7190000000000001,0.5,30.0,34.0,102.0,0.517,0.625,0.389,32.0,41.0,1,Rockets,Thunder
6782,2006,103.0,0.47700000000000004,0.8,0.33299999999999996,20.0,41.0,96.0,0.5,0.68,0.33299999999999996,20.0,32.0,1,Rockets,Thunder
6783,2005,115.0,0.519,0.889,0.368,27.0,46.0,87.0,0.33799999999999997,0.825,0.33299999999999996,14.0,32.0,1,Rockets,Thunder
6784,2005,100.0,0.441,0.8,0.33299999999999996,24.0,50.0,77.0,0.397,0.563,0.3,12.0,40.0,1,Rockets,Thunder
6785,2005,93.0,0.444,0.767,0.33299999999999996,23.0,42.0,85.0,0.37,0.893,0.4,18.0,35.0,1,Rockets,Thunder
6786,2004,106.0,0.537,0.7929999999999999,0.688,19.0,37.0,78.0,0.431,0.778,0.111,16.0,33.0,1,Rockets,Thunder
6787,2004,85.0,0.434,0.667,0.389,23.0,37.0,87.0,0.365,0.75,0.16,18.0,50.0,0,Rockets,Thunder
6788,2003,80.0,0.342,0.828,0.231,14.0,40.0,97.0,0.479,0.84,0.5329999999999999,27.0,42.0,0,Rockets,Thunder
6789,2003,86.0,0.429,0.8,0.4,16.0,42.0,87.0,0.354,0.815,0.281,14.0,47.0,0,Rockets,Thunder
6791,2019,116.0,0.433,0.848,0.22699999999999998,21.0,40.0,112.0,0.436,0.708,0.371,22.0,52.0,1,Rockets,Thunder
6792,2018,112.0,0.43,0.733,0.35600000000000004,18.0,39.0,117.0,0.449,0.8,0.382,20.0,53.0,0,Rockets,Thunder
6793,2018,113.0,0.45399999999999996,0.647,0.318,18.0,54.0,109.0,0.439,0.667,0.3,23.0,52.0,1,Rockets,Thunder
6794,2017,102.0,0.474,0.696,0.37799999999999995,23.0,41.0,108.0,0.396,0.7879999999999999,0.303,21.0,42.0,0,Rockets,Thunder
6795,2016,105.0,0.402,0.846,0.162,13.0,47.0,99.0,0.385,0.655,0.263,16.0,49.0,1,Rockets,Thunder
6796,2016,115.0,0.48700000000000004,0.757,0.379,20.0,37.0,111.0,0.41200000000000003,0.857,0.233,20.0,48.0,1,Rockets,Thunder
6797,2016,118.0,0.495,0.6920000000000001,0.303,21.0,56.0,87.0,0.37,0.7829999999999999,0.31,19.0,41.0,1,Rockets,Thunder
6798,2016,137.0,0.633,0.81,0.513,32.0,36.0,125.0,0.5,0.7140000000000001,0.3670000000000001,27.0,41.0,1,Rockets,Thunder
6799,2016,118.0,0.47700000000000004,0.7,0.385,27.0,43.0,116.0,0.451,0.815,0.4,15.0,54.0,1,Rockets,Thunder
6800,2015,118.0,0.402,0.885,0.31,24.0,45.0,110.0,0.46299999999999997,0.8440000000000001,0.259,21.0,50.0,1,Rockets,Thunder
6801,2015,110.0,0.461,0.655,0.31,22.0,34.0,105.0,0.47600000000000003,0.682,0.435,17.0,55.0,1,Rockets,Thunder
6802,2014,112.0,0.47700000000000004,0.737,0.444,25.0,41.0,101.0,0.4320000000000001,0.7140000000000001,0.379,25.0,43.0,1,Rockets,Thunder
6803,2019,122.0,0.536,0.667,0.387,22.0,39.0,124.0,0.5529999999999999,0.743,0.467,25.0,37.0,0,Bulls,Thunder
6804,2013,85.0,0.345,0.71,0.22699999999999998,21.0,46.0,97.0,0.413,0.7859999999999999,0.52,20.0,46.0,0,Bulls,Thunder
6805,2012,91.0,0.41700000000000004,0.889,0.33299999999999996,22.0,41.0,97.0,0.493,0.9520000000000001,0.385,23.0,38.0,0,Bulls,Thunder
6806,2012,94.0,0.42100000000000004,0.758,0.41700000000000004,20.0,49.0,89.0,0.39,0.826,0.4,20.0,43.0,1,Bulls,Thunder
6807,2010,99.0,0.483,0.588,0.455,25.0,52.0,90.0,0.354,0.903,0.21100000000000002,13.0,39.0,1,Bulls,Thunder
6808,2009,85.0,0.354,0.75,0.33299999999999996,18.0,52.0,98.0,0.488,0.833,0.5329999999999999,19.0,48.0,0,Bulls,Thunder
6809,2008,98.0,0.435,0.722,0.35700000000000004,16.0,37.0,109.0,0.408,0.8240000000000001,0.1,25.0,59.0,0,Bulls,Thunder
6810,2007,123.0,0.537,0.813,0.5,35.0,44.0,96.0,0.494,0.708,0.273,27.0,34.0,1,Bulls,Thunder
6811,2006,99.0,0.424,0.75,0.36,30.0,45.0,84.0,0.42,0.765,0.3,21.0,48.0,1,Bulls,Thunder
6812,2006,110.0,0.33299999999999996,0.4,0.33299999999999996,29.0,44.0,105.0,0.318,0.442,0.214,22.0,44.0,1,Bulls,Thunder
6813,2005,97.0,0.40700000000000003,0.688,0.36,21.0,42.0,101.0,0.41600000000000004,0.794,0.4,22.0,40.0,0,Bulls,Thunder
6814,2004,93.0,0.39299999999999996,0.688,0.2,22.0,43.0,99.0,0.478,0.682,0.25,22.0,51.0,0,Bulls,Thunder
6815,2003,90.0,0.473,0.789,0.385,20.0,40.0,98.0,0.474,0.7859999999999999,0.48100000000000004,24.0,34.0,0,Bulls,Thunder
6816,2018,114.0,0.524,0.696,0.48,25.0,39.0,112.0,0.457,0.667,0.35700000000000004,25.0,51.0,1,Bulls,Thunder
6817,2017,69.0,0.282,0.75,0.27,16.0,47.0,101.0,0.44299999999999995,0.7140000000000001,0.382,28.0,52.0,0,Bulls,Thunder
6818,2016,94.0,0.41,0.8640000000000001,0.368,18.0,38.0,109.0,0.5660000000000001,0.727,0.292,30.0,42.0,0,Bulls,Thunder
6819,2015,104.0,0.444,0.81,0.389,20.0,47.0,98.0,0.452,0.85,0.385,21.0,44.0,1,Bulls,Thunder
6820,2014,108.0,0.46,0.8079999999999999,0.28,26.0,48.0,105.0,0.466,0.789,0.4,20.0,41.0,1,Bulls,Thunder
6821,2013,114.0,0.469,0.833,0.419,31.0,36.0,110.0,0.42,0.667,0.34299999999999997,26.0,59.0,1,Lakers,Thunder
6822,2013,103.0,0.48200000000000004,0.591,0.35700000000000004,29.0,42.0,107.0,0.44299999999999995,0.875,0.28600000000000003,23.0,44.0,0,Lakers,Thunder
6823,2012,105.0,0.5539999999999999,0.552,0.41200000000000003,29.0,43.0,96.0,0.444,0.769,0.25,24.0,39.0,1,Lakers,Thunder
6824,2012,101.0,0.39799999999999996,0.773,0.214,23.0,46.0,116.0,0.506,0.679,0.31,28.0,53.0,0,Lakers,Thunder
6825,2011,100.0,0.43,0.7240000000000001,0.278,19.0,43.0,103.0,0.494,0.84,0.375,16.0,39.0,0,Lakers,Thunder
6826,2011,99.0,0.386,0.976,0.364,20.0,44.0,96.0,0.39799999999999996,0.929,0.235,13.0,37.0,1,Lakers,Thunder
6827,2011,114.0,0.387,0.675,0.313,26.0,67.0,106.0,0.366,0.857,0.33299999999999996,23.0,54.0,1,Lakers,Thunder
6828,2011,93.0,0.41700000000000004,0.826,0.364,15.0,45.0,102.0,0.462,0.765,0.41700000000000004,18.0,48.0,0,Lakers,Thunder
6829,2010,106.0,0.469,0.821,0.467,23.0,34.0,120.0,0.556,0.914,0.47100000000000003,19.0,38.0,0,Lakers,Thunder
6830,2010,101.0,0.5,0.6920000000000001,0.5,24.0,41.0,94.0,0.425,0.818,0.091,21.0,40.0,1,Lakers,Thunder
6831,2009,111.0,0.5379999999999999,0.71,0.35700000000000004,27.0,45.0,87.0,0.369,0.75,0.35,18.0,42.0,1,Lakers,Thunder
6832,2009,95.0,0.375,0.7190000000000001,0.273,20.0,49.0,92.0,0.392,0.879,0.263,13.0,37.0,1,Lakers,Thunder
6833,2009,87.0,0.41,0.682,0.364,14.0,41.0,79.0,0.40299999999999997,0.792,0.125,14.0,36.0,1,Lakers,Thunder
6834,2009,111.0,0.444,0.821,0.389,20.0,47.0,108.0,0.451,0.833,0.429,26.0,40.0,1,Lakers,Thunder
6835,2009,101.0,0.40399999999999997,0.905,0.14300000000000002,24.0,49.0,85.0,0.3720000000000001,0.7829999999999999,0.13,20.0,51.0,1,Lakers,Thunder
6836,2008,105.0,0.455,0.588,0.25,21.0,56.0,98.0,0.39299999999999996,0.84,0.389,25.0,46.0,1,Lakers,Thunder
6837,2008,105.0,0.551,0.7,0.313,28.0,46.0,94.0,0.38,0.8420000000000001,0.14300000000000002,19.0,42.0,1,Lakers,Thunder
6838,2007,130.0,0.607,0.8420000000000001,0.522,36.0,39.0,105.0,0.467,0.762,0.385,20.0,41.0,1,Lakers,Thunder
6839,2007,106.0,0.456,0.833,0.364,24.0,48.0,99.0,0.418,0.643,0.385,17.0,41.0,1,Lakers,Thunder
6840,2007,126.0,0.561,0.7709999999999999,0.583,30.0,44.0,106.0,0.506,0.667,0.154,27.0,37.0,1,Lakers,Thunder
