,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,HOME_TEAM,VISITOR_TEAM
0,2019,85.0,0.354,0.9,0.22899999999999998,22.0,47.0,93.0,0.402,0.762,0.226,20.0,61.0,0,Hornets,Bucks
1,2019,103.0,0.3720000000000001,0.833,0.359,24.0,39.0,116.0,0.506,0.75,0.278,26.0,53.0,0,Hornets,Bucks
2,2013,111.0,0.434,0.75,0.588,30.0,43.0,110.0,0.433,0.941,0.35700000000000004,29.0,51.0,1,Hornets,Bucks
3,2013,92.0,0.44299999999999995,0.613,0.2,20.0,54.0,76.0,0.33299999999999996,0.75,0.294,17.0,38.0,1,Hornets,Bucks
4,2012,95.0,0.46299999999999997,0.708,0.444,23.0,52.0,85.0,0.391,0.667,0.31,23.0,36.0,1,Hornets,Bucks
5,2012,102.0,0.439,0.9,0.273,22.0,44.0,98.0,0.473,0.727,0.125,26.0,39.0,1,Hornets,Bucks
6,2012,90.0,0.35600000000000004,0.85,0.391,20.0,38.0,100.0,0.419,0.75,0.24100000000000002,26.0,56.0,0,Hornets,Bucks
7,2011,92.0,0.405,0.885,0.125,19.0,37.0,112.0,0.5329999999999999,0.5710000000000001,0.308,31.0,47.0,0,Hornets,Bucks
8,2011,96.0,0.442,0.762,0.21100000000000002,27.0,52.0,95.0,0.405,0.826,0.348,21.0,39.0,1,Hornets,Bucks
9,2010,87.0,0.485,0.6920000000000001,0.273,25.0,37.0,86.0,0.389,0.846,0.217,21.0,46.0,1,Hornets,Bucks
10,2009,87.0,0.375,0.741,0.41200000000000003,17.0,48.0,86.0,0.41200000000000003,0.667,0.28600000000000003,17.0,42.0,1,Hornets,Bucks
11,2009,94.0,0.42,0.7859999999999999,0.222,23.0,43.0,84.0,0.385,0.75,0.24,12.0,39.0,1,Hornets,Bucks
12,2009,94.0,0.478,0.767,0.278,16.0,37.0,87.0,0.429,0.682,0.28600000000000003,18.0,39.0,1,Hornets,Bucks
13,2008,102.0,0.47100000000000003,0.879,0.389,22.0,32.0,92.0,0.5,0.7240000000000001,0.273,15.0,35.0,1,Hornets,Bucks
14,2008,74.0,0.3720000000000001,0.591,0.17600000000000002,13.0,44.0,79.0,0.368,0.774,0.33299999999999996,13.0,50.0,0,Hornets,Bucks
15,2007,89.0,0.47100000000000003,0.7829999999999999,0.385,20.0,37.0,93.0,0.45,0.76,0.222,14.0,39.0,0,Hornets,Bucks
16,2007,102.0,0.48700000000000004,0.512,0.375,20.0,41.0,99.0,0.483,0.7140000000000001,0.385,20.0,44.0,1,Hornets,Bucks
17,2006,97.0,0.387,0.7190000000000001,0.133,29.0,48.0,81.0,0.38799999999999996,0.833,0.36,18.0,46.0,1,Hornets,Bucks
18,2006,91.0,0.395,0.7859999999999999,0.23800000000000002,20.0,46.0,99.0,0.469,0.68,0.353,21.0,44.0,0,Hornets,Bucks
19,2006,100.0,0.43799999999999994,0.721,0.35700000000000004,23.0,40.0,104.0,0.452,0.7,0.43799999999999994,21.0,38.0,0,Hornets,Bucks
20,2005,102.0,0.451,0.579,0.31,20.0,38.0,103.0,0.48100000000000004,0.813,0.214,22.0,48.0,0,Hornets,Bucks
21,2004,102.0,0.41100000000000003,0.8,0.444,17.0,46.0,112.0,0.557,0.654,0.636,37.0,43.0,0,Hornets,Bucks
22,2004,92.0,0.36,0.735,0.25,20.0,51.0,99.0,0.402,0.6940000000000001,0.25,20.0,51.0,0,Hornets,Bucks
23,2018,110.0,0.469,0.7,0.44799999999999995,21.0,44.0,107.0,0.41100000000000003,0.81,0.348,25.0,48.0,1,Hornets,Bucks
24,2018,112.0,0.446,0.636,0.42100000000000004,21.0,41.0,113.0,0.494,0.75,0.41200000000000003,26.0,57.0,0,Hornets,Bucks
25,2017,111.0,0.486,0.75,0.429,22.0,43.0,106.0,0.483,0.8240000000000001,0.308,25.0,35.0,1,Hornets,Bucks
26,2017,126.0,0.536,0.759,0.56,21.0,41.0,121.0,0.495,0.8,0.528,29.0,40.0,1,Hornets,Bucks
27,2016,108.0,0.488,0.7929999999999999,0.25,25.0,31.0,118.0,0.622,0.706,0.467,31.0,42.0,0,Hornets,Bucks
28,2015,92.0,0.379,0.773,0.25,27.0,35.0,105.0,0.542,0.846,0.41700000000000004,23.0,46.0,0,Hornets,Bucks
29,2015,87.0,0.386,0.818,0.484,20.0,43.0,82.0,0.402,0.5710000000000001,0.28600000000000003,25.0,46.0,1,Hornets,Bucks
30,2014,94.0,0.3670000000000001,0.8079999999999999,0.28,20.0,48.0,104.0,0.47100000000000003,0.857,0.28600000000000003,21.0,42.0,0,Hornets,Bucks
31,2014,108.0,0.406,0.69,0.28600000000000003,27.0,50.0,106.0,0.488,0.875,0.5,25.0,35.0,1,Hornets,Bucks
32,2013,112.0,0.48200000000000004,0.733,0.4,25.0,34.0,101.0,0.527,0.621,0.33299999999999996,29.0,39.0,1,Timberwolves,Bucks
33,2013,98.0,0.395,0.6970000000000001,0.467,15.0,43.0,89.0,0.474,0.647,0.462,20.0,41.0,1,Timberwolves,Bucks
34,2012,95.0,0.391,0.7040000000000001,0.42100000000000004,15.0,56.0,85.0,0.366,0.75,0.278,14.0,47.0,1,Timberwolves,Bucks
35,2011,117.0,0.474,0.8240000000000001,0.625,22.0,52.0,96.0,0.39299999999999996,0.679,0.35,20.0,40.0,1,Timberwolves,Bucks
36,2010,96.0,0.376,0.722,0.273,13.0,62.0,85.0,0.35600000000000004,0.8,0.15,18.0,39.0,1,Timberwolves,Bucks
37,2010,114.0,0.513,0.821,0.529,22.0,40.0,109.0,0.456,0.8440000000000001,0.375,18.0,32.0,1,Timberwolves,Bucks
38,2009,72.0,0.392,0.588,0.28600000000000003,11.0,38.0,87.0,0.415,0.667,0.35,20.0,51.0,0,Timberwolves,Bucks
39,2009,117.0,0.508,0.893,0.3,19.0,49.0,103.0,0.44299999999999995,0.684,0.35,25.0,24.0,1,Timberwolves,Bucks
40,2008,106.0,0.44299999999999995,0.767,0.591,23.0,38.0,104.0,0.526,0.818,0.4,21.0,36.0,1,Timberwolves,Bucks
41,2008,95.0,0.4270000000000001,0.818,0.33299999999999996,23.0,46.0,76.0,0.36200000000000004,0.8,0.462,19.0,43.0,1,Timberwolves,Bucks
42,2007,110.0,0.414,0.741,0.42100000000000004,21.0,51.0,101.0,0.447,0.778,0.231,26.0,54.0,1,Timberwolves,Bucks
43,2006,107.0,0.5,0.75,0.25,24.0,46.0,113.0,0.45399999999999996,0.792,0.33299999999999996,20.0,41.0,0,Timberwolves,Bucks
44,2006,98.0,0.485,0.614,0.43799999999999994,23.0,48.0,93.0,0.36,0.821,0.375,18.0,40.0,1,Timberwolves,Bucks
45,2005,99.0,0.529,0.741,0.455,25.0,35.0,91.0,0.434,0.813,0.353,19.0,42.0,1,Timberwolves,Bucks
46,2005,89.0,0.5,0.625,0.389,23.0,34.0,92.0,0.474,0.5329999999999999,0.5,17.0,43.0,0,Timberwolves,Bucks
47,2004,103.0,0.494,0.7,0.556,29.0,37.0,97.0,0.488,0.818,0.16699999999999998,20.0,40.0,1,Timberwolves,Bucks
48,2004,75.0,0.42100000000000004,0.47100000000000003,0.375,24.0,45.0,76.0,0.35200000000000004,0.647,0.1,17.0,44.0,0,Timberwolves,Bucks
49,2003,95.0,0.447,0.643,0.16699999999999998,26.0,47.0,89.0,0.42200000000000004,0.9440000000000001,0.222,25.0,42.0,1,Timberwolves,Bucks
51,2019,106.0,0.359,0.8640000000000001,0.302,20.0,47.0,134.0,0.5379999999999999,0.667,0.359,24.0,57.0,0,Timberwolves,Bucks
52,2018,95.0,0.321,0.722,0.233,19.0,49.0,125.0,0.5329999999999999,0.727,0.413,32.0,62.0,0,Timberwolves,Bucks
53,2018,107.0,0.44799999999999995,0.6559999999999999,0.364,16.0,54.0,125.0,0.457,0.778,0.361,24.0,45.0,0,Timberwolves,Bucks
54,2017,108.0,0.5379999999999999,0.85,0.368,27.0,39.0,89.0,0.376,0.76,0.207,19.0,43.0,1,Timberwolves,Bucks
55,2016,116.0,0.5579999999999999,0.81,0.52,30.0,34.0,99.0,0.541,0.647,0.444,22.0,29.0,1,Timberwolves,Bucks
56,2015,85.0,0.39299999999999996,0.667,0.214,19.0,47.0,95.0,0.4270000000000001,0.821,0.5,20.0,48.0,0,Timberwolves,Bucks
57,2015,112.0,0.48200000000000004,0.821,0.5,26.0,40.0,108.0,0.43799999999999994,0.775,0.28,15.0,43.0,1,Timberwolves,Bucks
58,2014,86.0,0.38299999999999995,0.618,0.214,19.0,38.0,103.0,0.47100000000000003,0.9470000000000001,0.313,22.0,43.0,0,Timberwolves,Bucks
59,2014,98.0,0.42200000000000004,0.7190000000000001,0.385,21.0,46.0,105.0,0.457,0.742,0.4,23.0,45.0,0,Timberwolves,Bucks
60,2013,106.0,0.48700000000000004,0.815,0.444,29.0,40.0,98.0,0.48200000000000004,0.688,0.385,27.0,38.0,1,Clippers,Bucks
61,2012,117.0,0.54,0.7859999999999999,0.414,33.0,42.0,101.0,0.48100000000000004,0.8,0.44799999999999995,29.0,34.0,1,Clippers,Bucks
62,2011,92.0,0.449,0.65,0.21100000000000002,17.0,37.0,86.0,0.363,0.815,0.3,18.0,42.0,1,Clippers,Bucks
63,2010,105.0,0.52,0.9259999999999999,0.154,24.0,34.0,98.0,0.493,0.792,0.278,25.0,33.0,1,Clippers,Bucks
64,2009,101.0,0.531,0.794,0.5,25.0,38.0,93.0,0.446,0.7859999999999999,0.348,19.0,35.0,1,Clippers,Bucks
65,2008,101.0,0.545,0.684,0.364,24.0,48.0,92.0,0.38799999999999996,0.778,0.409,21.0,30.0,1,Clippers,Bucks
66,2007,78.0,0.387,0.8240000000000001,0.273,20.0,28.0,87.0,0.44,0.7829999999999999,0.3,21.0,46.0,0,Clippers,Bucks
67,2006,115.0,0.523,0.774,0.125,31.0,46.0,96.0,0.44799999999999995,0.632,0.375,22.0,36.0,1,Clippers,Bucks
68,2005,109.0,0.479,0.919,0.41700000000000004,22.0,38.0,85.0,0.39,0.815,0.429,12.0,35.0,1,Clippers,Bucks
69,2004,116.0,0.584,0.69,0.5,34.0,41.0,108.0,0.418,0.787,0.41700000000000004,18.0,40.0,1,Clippers,Bucks
70,2003,93.0,0.395,0.818,0.33299999999999996,18.0,60.0,83.0,0.395,0.6,0.188,25.0,42.0,1,Clippers,Bucks
71,2019,124.0,0.418,0.8059999999999999,0.419,21.0,54.0,129.0,0.429,0.794,0.3670000000000001,18.0,54.0,0,Clippers,Bucks
72,2018,128.0,0.465,0.815,0.41200000000000003,26.0,54.0,126.0,0.44799999999999995,0.696,0.348,31.0,52.0,1,Clippers,Bucks
73,2017,105.0,0.465,0.556,0.536,23.0,41.0,98.0,0.45799999999999996,0.696,0.261,24.0,44.0,1,Clippers,Bucks
74,2016,96.0,0.467,0.7240000000000001,0.20800000000000002,23.0,42.0,97.0,0.447,0.76,0.345,22.0,36.0,0,Clippers,Bucks
75,2015,103.0,0.48,0.833,0.524,25.0,40.0,90.0,0.4320000000000001,0.818,0.313,21.0,41.0,1,Clippers,Bucks
76,2014,106.0,0.457,0.741,0.462,29.0,41.0,102.0,0.531,0.5329999999999999,0.33299999999999996,29.0,46.0,1,Clippers,Bucks
77,2013,110.0,0.46399999999999997,0.846,0.435,22.0,48.0,100.0,0.379,0.677,0.43799999999999994,22.0,49.0,1,Nuggets,Bucks
78,2012,112.0,0.44,0.73,0.313,26.0,53.0,104.0,0.48,0.455,0.188,27.0,44.0,1,Nuggets,Bucks
79,2011,91.0,0.39799999999999996,0.778,0.21100000000000002,22.0,49.0,86.0,0.42,0.636,0.263,19.0,38.0,1,Nuggets,Bucks
80,2010,105.0,0.45299999999999996,0.7559999999999999,0.28600000000000003,19.0,45.0,94.0,0.4,0.7190000000000001,0.318,22.0,37.0,1,Nuggets,Bucks
81,2009,97.0,0.368,0.789,0.214,13.0,53.0,102.0,0.461,0.821,0.429,19.0,40.0,0,Nuggets,Bucks
82,2008,114.0,0.507,0.833,0.267,23.0,33.0,105.0,0.45799999999999996,0.792,0.5,23.0,38.0,1,Nuggets,Bucks
83,2007,125.0,0.547,0.6970000000000001,0.444,34.0,48.0,105.0,0.409,0.95,0.41700000000000004,24.0,37.0,1,Nuggets,Bucks
84,2007,114.0,0.486,0.688,0.474,24.0,41.0,102.0,0.40700000000000003,0.75,0.33299999999999996,25.0,42.0,1,Nuggets,Bucks
85,2006,104.0,0.44299999999999995,0.75,0.41200000000000003,23.0,52.0,92.0,0.385,0.667,0.267,24.0,47.0,1,Nuggets,Bucks
86,2005,89.0,0.479,0.621,0.091,23.0,35.0,110.0,0.512,0.654,0.5,26.0,45.0,0,Nuggets,Bucks
87,2005,118.0,0.5329999999999999,0.7909999999999999,0.444,30.0,42.0,115.0,0.47100000000000003,0.706,0.375,23.0,32.0,1,Nuggets,Bucks
88,2004,114.0,0.562,0.879,0.375,27.0,35.0,103.0,0.435,0.7929999999999999,0.4,24.0,38.0,1,Nuggets,Bucks
89,2003,94.0,0.39799999999999996,0.765,0.182,27.0,50.0,86.0,0.38299999999999995,0.7829999999999999,0.462,29.0,41.0,1,Nuggets,Bucks
90,2018,114.0,0.461,0.7,0.474,27.0,39.0,121.0,0.5710000000000001,0.615,0.5,27.0,41.0,0,Nuggets,Bucks
91,2017,128.0,0.444,0.804,0.306,27.0,57.0,125.0,0.45,0.852,0.364,27.0,45.0,1,Nuggets,Bucks
92,2016,121.0,0.449,0.727,0.321,31.0,48.0,117.0,0.542,0.7829999999999999,0.375,26.0,38.0,1,Nuggets,Bucks
93,2015,103.0,0.494,0.708,0.33299999999999996,27.0,36.0,102.0,0.532,0.889,0.455,26.0,33.0,1,Nuggets,Bucks
94,2014,106.0,0.45299999999999996,0.8,0.353,26.0,43.0,95.0,0.40700000000000003,0.682,0.41700000000000004,21.0,41.0,1,Nuggets,Bucks
95,2019,106.0,0.45799999999999996,0.8,0.28600000000000003,26.0,45.0,127.0,0.495,0.767,0.256,29.0,52.0,0,Kings,Bucks
96,2013,124.0,0.512,0.8059999999999999,0.35,19.0,44.0,107.0,0.494,0.633,0.222,25.0,40.0,1,Kings,Bucks
97,2012,113.0,0.46799999999999997,0.76,0.273,23.0,43.0,115.0,0.46,0.737,0.368,22.0,44.0,0,Kings,Bucks
98,2011,103.0,0.40700000000000003,0.833,0.19,16.0,55.0,100.0,0.513,0.619,0.474,26.0,31.0,1,Kings,Bucks
99,2010,79.0,0.365,0.667,0.33299999999999996,18.0,57.0,84.0,0.4320000000000001,0.667,0.222,13.0,37.0,0,Kings,Bucks
100,2009,108.0,0.444,0.767,0.294,23.0,47.0,114.0,0.439,0.609,0.467,22.0,48.0,0,Kings,Bucks
101,2008,122.0,0.515,0.843,0.375,15.0,34.0,129.0,0.5,0.879,0.588,29.0,36.0,0,Kings,Bucks
102,2007,96.0,0.462,0.64,0.444,20.0,44.0,93.0,0.429,0.765,0.5,19.0,36.0,1,Kings,Bucks
103,2006,114.0,0.532,0.759,0.381,25.0,34.0,106.0,0.474,0.8,0.381,19.0,39.0,1,Kings,Bucks
104,2005,103.0,0.513,0.733,0.077,31.0,46.0,82.0,0.369,0.667,0.28600000000000003,18.0,45.0,1,Kings,Bucks
105,2004,88.0,0.366,0.857,0.308,25.0,51.0,79.0,0.35600000000000004,0.75,0.2,16.0,49.0,1,Kings,Bucks
106,2003,101.0,0.44,0.7829999999999999,0.409,25.0,36.0,112.0,0.512,0.8,0.222,18.0,44.0,0,Kings,Bucks
107,2018,140.0,0.449,0.733,0.364,30.0,58.0,141.0,0.48200000000000004,0.762,0.37799999999999995,36.0,57.0,0,Kings,Bucks
108,2017,87.0,0.40299999999999997,0.69,0.294,15.0,40.0,112.0,0.5920000000000001,0.613,0.409,27.0,38.0,0,Kings,Bucks
109,2016,98.0,0.488,0.6,0.385,19.0,37.0,116.0,0.531,0.737,0.457,28.0,38.0,0,Kings,Bucks
110,2015,111.0,0.45299999999999996,0.8,0.34600000000000003,21.0,53.0,104.0,0.5,0.706,0.4,27.0,37.0,1,Kings,Bucks
111,2014,107.0,0.5670000000000001,0.758,0.429,24.0,35.0,108.0,0.493,0.778,0.565,24.0,27.0,0,Kings,Bucks
112,2019,108.0,0.384,0.75,0.28600000000000003,26.0,49.0,120.0,0.47100000000000003,0.765,0.306,34.0,53.0,0,Pelicans,Bucks
113,2013,112.0,0.5,0.87,0.4,31.0,42.0,104.0,0.449,0.76,0.25,24.0,45.0,1,Pelicans,Bucks
114,2012,102.0,0.524,1.0,0.41700000000000004,29.0,37.0,81.0,0.382,0.652,0.42100000000000004,20.0,40.0,1,Pelicans,Bucks
115,2010,95.0,0.43,0.7929999999999999,0.235,23.0,44.0,91.0,0.429,0.607,0.348,14.0,45.0,1,Pelicans,Bucks
116,2009,102.0,0.366,0.903,0.25,20.0,61.0,99.0,0.396,0.727,0.28,27.0,49.0,1,Pelicans,Bucks
117,2008,95.0,0.47600000000000003,0.647,0.19,26.0,52.0,94.0,0.386,0.75,0.39299999999999996,15.0,41.0,1,Pelicans,Bucks
118,2007,106.0,0.47100000000000003,0.68,0.409,26.0,47.0,92.0,0.436,0.8,0.42100000000000004,19.0,44.0,1,Pelicans,Bucks
119,2006,109.0,0.371,0.743,0.25,22.0,71.0,101.0,0.42100000000000004,0.731,0.111,18.0,49.0,1,Pelicans,Bucks
120,2005,94.0,0.474,0.81,0.33299999999999996,19.0,43.0,93.0,0.4320000000000001,0.769,0.16699999999999998,14.0,32.0,1,Pelicans,Bucks
121,2004,111.0,0.488,0.645,0.389,30.0,41.0,107.0,0.494,0.852,0.4,20.0,37.0,1,Pelicans,Bucks
122,2003,101.0,0.461,0.71,0.391,23.0,41.0,100.0,0.41700000000000004,0.857,0.4,23.0,46.0,1,Pelicans,Bucks
123,2003,91.0,0.384,0.8079999999999999,0.154,23.0,47.0,85.0,0.34700000000000003,0.7859999999999999,0.4,19.0,59.0,1,Pelicans,Bucks
124,2018,113.0,0.43,0.688,0.213,27.0,50.0,130.0,0.495,0.857,0.278,27.0,52.0,0,Pelicans,Bucks
125,2017,115.0,0.563,0.8,0.52,35.0,41.0,108.0,0.46299999999999997,0.632,0.29600000000000004,23.0,38.0,1,Pelicans,Bucks
126,2016,113.0,0.439,0.78,0.34600000000000003,23.0,42.0,117.0,0.484,0.905,0.313,30.0,49.0,0,Pelicans,Bucks
127,2015,116.0,0.457,0.765,0.5479999999999999,33.0,41.0,99.0,0.527,0.833,0.4,20.0,43.0,1,Pelicans,Bucks
128,2014,85.0,0.349,0.731,0.32,26.0,50.0,84.0,0.3720000000000001,0.762,0.2,20.0,49.0,1,Pelicans,Bucks
129,2019,98.0,0.379,0.85,0.395,29.0,52.0,107.0,0.402,0.875,0.22,22.0,47.0,0,Warriors,Bucks
130,2013,115.0,0.5379999999999999,0.84,0.29600000000000004,26.0,42.0,110.0,0.488,0.7440000000000001,0.25,23.0,36.0,1,Warriors,Bucks
131,2012,93.0,0.451,0.65,0.4,21.0,47.0,103.0,0.48700000000000004,0.737,0.46399999999999997,29.0,42.0,0,Warriors,Bucks
132,2011,98.0,0.44299999999999995,0.9,0.455,23.0,35.0,120.0,0.484,0.909,0.455,33.0,54.0,0,Warriors,Bucks
133,2010,100.0,0.506,0.769,0.5,23.0,36.0,94.0,0.429,0.833,0.261,31.0,49.0,1,Warriors,Bucks
134,2009,104.0,0.47100000000000003,0.7040000000000001,0.278,20.0,42.0,113.0,0.45799999999999996,0.795,0.28600000000000003,25.0,51.0,0,Warriors,Bucks
135,2008,119.0,0.489,0.818,0.3,27.0,46.0,96.0,0.43,0.762,0.429,17.0,45.0,1,Warriors,Bucks
136,2008,109.0,0.527,0.688,0.474,22.0,41.0,108.0,0.465,0.909,0.444,24.0,35.0,1,Warriors,Bucks
137,2007,120.0,0.523,0.938,0.682,29.0,41.0,90.0,0.402,0.68,0.231,19.0,44.0,1,Warriors,Bucks
138,2006,110.0,0.494,0.8,0.32299999999999995,31.0,33.0,115.0,0.48200000000000004,0.6759999999999999,0.37,29.0,44.0,0,Warriors,Bucks
139,2005,87.0,0.3670000000000001,0.69,0.31,21.0,42.0,90.0,0.39299999999999996,0.76,0.5,23.0,58.0,0,Warriors,Bucks
140,2004,118.0,0.489,0.607,0.355,28.0,36.0,117.0,0.506,0.8059999999999999,0.429,25.0,48.0,1,Warriors,Bucks
141,2003,98.0,0.488,0.636,0.5,23.0,46.0,89.0,0.451,0.75,0.125,15.0,35.0,1,Warriors,Bucks
142,2018,111.0,0.483,0.773,0.35700000000000004,31.0,38.0,134.0,0.515,0.778,0.257,33.0,46.0,0,Warriors,Bucks
143,2017,107.0,0.547,1.0,0.5,26.0,31.0,116.0,0.552,0.9,0.55,30.0,36.0,0,Warriors,Bucks
144,2016,117.0,0.6,0.789,0.522,30.0,44.0,92.0,0.40399999999999997,0.7859999999999999,0.33299999999999996,19.0,35.0,1,Warriors,Bucks
145,2015,121.0,0.483,0.757,0.34600000000000003,31.0,46.0,112.0,0.462,0.857,0.222,25.0,41.0,1,Warriors,Bucks
146,2014,102.0,0.507,0.56,0.41200000000000003,30.0,34.0,93.0,0.425,0.8,0.35700000000000004,17.0,47.0,1,Warriors,Bucks
147,2019,102.0,0.402,0.7140000000000001,0.3,23.0,47.0,123.0,0.48200000000000004,0.657,0.419,26.0,52.0,0,Knicks,Bucks
148,2013,115.0,0.5529999999999999,0.821,0.4,14.0,41.0,94.0,0.4320000000000001,0.741,0.4,17.0,32.0,1,Knicks,Bucks
149,2013,90.0,0.507,0.882,0.231,17.0,34.0,83.0,0.45899999999999996,0.833,0.313,19.0,31.0,1,Knicks,Bucks
150,2012,101.0,0.461,0.875,0.33299999999999996,17.0,50.0,83.0,0.382,0.722,0.4,16.0,40.0,1,Knicks,Bucks
151,2012,96.0,0.42100000000000004,0.731,0.371,17.0,50.0,86.0,0.39799999999999996,0.706,0.4,18.0,40.0,1,Knicks,Bucks
152,2011,89.0,0.35100000000000003,0.857,0.226,16.0,54.0,80.0,0.365,0.667,0.25,17.0,41.0,1,Knicks,Bucks
153,2011,86.0,0.37,0.7879999999999999,0.273,13.0,43.0,100.0,0.47600000000000003,0.7,0.364,19.0,47.0,0,Knicks,Bucks
154,2010,96.0,0.4,0.87,0.21100000000000002,13.0,40.0,102.0,0.506,0.789,0.5,21.0,42.0,0,Knicks,Bucks
155,2010,114.0,0.5,0.929,0.364,20.0,43.0,108.0,0.439,0.7809999999999999,0.478,18.0,40.0,1,Knicks,Bucks
156,2009,67.0,0.33799999999999997,0.7140000000000001,0.20800000000000002,10.0,35.0,83.0,0.43,0.625,0.222,20.0,61.0,0,Knicks,Bucks
157,2009,107.0,0.44799999999999995,0.759,0.35,18.0,43.0,114.0,0.478,0.8,0.41700000000000004,21.0,45.0,0,Knicks,Bucks
158,2008,81.0,0.387,0.8,0.33299999999999996,17.0,43.0,105.0,0.467,0.929,0.348,25.0,43.0,0,Knicks,Bucks
159,2008,86.0,0.37,0.778,0.33299999999999996,19.0,41.0,94.0,0.444,0.6,0.364,21.0,48.0,0,Knicks,Bucks
160,2007,91.0,0.474,0.565,0.375,14.0,37.0,88.0,0.462,0.7859999999999999,0.313,12.0,37.0,1,Knicks,Bucks
161,2006,95.0,0.423,0.8059999999999999,0.455,19.0,42.0,93.0,0.442,0.792,0.4,17.0,42.0,1,Knicks,Bucks
162,2006,115.0,0.562,0.667,0.41200000000000003,31.0,46.0,107.0,0.517,0.75,0.4,18.0,35.0,1,Knicks,Bucks
163,2005,80.0,0.43799999999999994,0.667,0.25,18.0,34.0,97.0,0.5,0.722,0.375,23.0,42.0,0,Knicks,Bucks
164,2005,92.0,0.532,0.462,0.33299999999999996,22.0,32.0,112.0,0.5379999999999999,0.696,0.632,24.0,34.0,0,Knicks,Bucks
165,2004,108.0,0.56,0.9470000000000001,0.462,25.0,41.0,90.0,0.423,0.679,0.278,16.0,38.0,1,Knicks,Bucks
166,2004,96.0,0.45299999999999996,0.7809999999999999,0.214,18.0,38.0,101.0,0.451,0.857,0.3,21.0,42.0,0,Knicks,Bucks
167,2003,94.0,0.451,0.789,0.455,21.0,47.0,88.0,0.4,0.867,0.17600000000000002,18.0,43.0,1,Knicks,Bucks
168,2003,90.0,0.44,0.667,0.28600000000000003,24.0,45.0,106.0,0.46799999999999997,0.818,0.385,21.0,38.0,0,Knicks,Bucks
169,2018,95.0,0.361,0.81,0.276,17.0,57.0,109.0,0.449,0.6759999999999999,0.188,22.0,51.0,0,Knicks,Bucks
170,2018,136.0,0.531,0.667,0.588,30.0,41.0,134.0,0.489,0.774,0.429,28.0,51.0,1,Knicks,Bucks
171,2017,102.0,0.4320000000000001,1.0,0.429,30.0,44.0,115.0,0.484,0.882,0.4,30.0,48.0,0,Knicks,Bucks
172,2017,89.0,0.41600000000000004,0.667,0.217,20.0,47.0,103.0,0.451,0.778,0.308,23.0,43.0,0,Knicks,Bucks
173,2016,104.0,0.447,0.583,0.46399999999999997,26.0,46.0,105.0,0.474,0.71,0.321,20.0,42.0,0,Knicks,Bucks
174,2015,100.0,0.46399999999999997,0.833,0.292,25.0,43.0,88.0,0.4,0.7,0.231,19.0,42.0,1,Knicks,Bucks
175,2015,92.0,0.40700000000000003,0.7859999999999999,0.16699999999999998,20.0,43.0,99.0,0.4320000000000001,0.897,0.214,21.0,41.0,0,Knicks,Bucks
176,2014,91.0,0.47200000000000003,0.75,0.385,22.0,42.0,99.0,0.48700000000000004,0.655,0.353,18.0,33.0,0,Knicks,Bucks
177,2014,82.0,0.408,0.7859999999999999,0.36,23.0,36.0,95.0,0.455,0.778,0.25,23.0,48.0,0,Knicks,Bucks
178,2014,107.0,0.3720000000000001,0.958,0.4,26.0,38.0,120.0,0.597,0.757,0.5,26.0,38.0,0,Knicks,Bucks
179,2019,86.0,0.363,0.5710000000000001,0.293,20.0,46.0,112.0,0.505,0.6920000000000001,0.39299999999999996,29.0,56.0,0,Hawks,Bucks
180,2013,102.0,0.486,0.85,0.44799999999999995,23.0,41.0,97.0,0.41600000000000004,0.769,0.158,24.0,43.0,1,Hawks,Bucks
181,2012,109.0,0.506,0.68,0.3,26.0,46.0,104.0,0.413,0.688,0.515,27.0,48.0,1,Hawks,Bucks
182,2012,98.0,0.48100000000000004,0.8240000000000001,0.444,26.0,47.0,90.0,0.374,0.727,0.42100000000000004,20.0,46.0,1,Hawks,Bucks
183,2011,99.0,0.45299999999999996,0.867,0.348,20.0,51.0,94.0,0.376,0.857,0.33299999999999996,19.0,43.0,1,Hawks,Bucks
184,2010,110.0,0.63,0.875,0.579,31.0,41.0,85.0,0.419,0.769,0.3,22.0,31.0,1,Hawks,Bucks
185,2010,91.0,0.493,0.667,0.385,24.0,32.0,108.0,0.517,0.7140000000000001,0.5329999999999999,23.0,44.0,0,Hawks,Bucks
186,2009,95.0,0.474,0.81,0.375,21.0,55.0,74.0,0.326,0.737,0.21100000000000002,15.0,34.0,1,Hawks,Bucks
187,2009,87.0,0.434,0.765,0.182,16.0,39.0,91.0,0.405,0.7929999999999999,0.42100000000000004,16.0,39.0,0,Hawks,Bucks
188,2009,96.0,0.475,0.85,0.273,26.0,40.0,86.0,0.41100000000000003,0.5710000000000001,0.16699999999999998,18.0,47.0,1,Hawks,Bucks
189,2009,102.0,0.539,0.737,0.545,18.0,40.0,92.0,0.451,0.706,0.3,11.0,35.0,1,Hawks,Bucks
190,2009,106.0,0.433,0.833,0.231,21.0,47.0,102.0,0.457,0.92,0.33299999999999996,23.0,43.0,1,Hawks,Bucks
191,2008,117.0,0.5579999999999999,0.767,0.5,31.0,44.0,87.0,0.38,0.7390000000000001,0.455,22.0,37.0,1,Hawks,Bucks
